Customer ID,Age,Hours at Gym (per week),Gym Membership Length (years),Calorie Intake,Gender_Female,Gender_Male,Gender_Other,Fitness Goal_Build muscle,Fitness Goal_Endurance training,Fitness Goal_Fat loss,Fitness Goal_Flexibility,Fitness Goal_General health
771155,-0.6136507822321756,0.032360709737054745,0.8823836468481588,-0.2769928785325979,True,False,False,False,True,False,False,False
231932,-1.011227345368515,0.9712574202752214,-0.32508871199669,-1.2387600530750793,False,True,False,False,False,True,False,False
465838,-0.8124390638003453,-0.12412207535263982,-1.532561070841539,1.3472742499702626,True,False,False,True,False,False,False,False
359178,-1.8063804716411935,2.457843878627319,1.4861198262705833,0.6048174050146653,True,False,False,True,False,False,False,False
744167,-0.8124390638003453,-0.3588462529871813,-0.9288248914191144,-1.5722945126551322,False,True,False,False,False,False,True,False
210268,0.5790789071768423,-0.5153290380768759,-0.32508871199669,0.9703346209928054,False,True,False,True,False,False,False,False
832180,-0.2160742190958363,0.5800504575509854,-0.9288248914191144,-0.8092773243007645,True,False,False,False,False,True,False,False
187498,0.38029062560867266,-0.2806048604423344,-0.9288248914191144,0.5865415442157582,False,True,False,True,False,False,False,False
999159,-0.414862500664006,-1.375984356070195,-0.9288248914191144,0.17533467624035054,False,True,False,False,False,False,False,True
275203,-0.6136507822321756,0.8930160277303738,-0.9288248914191144,-1.7390617424451587,False,True,False,False,False,True,False,False
378167,0.5790789071768423,-1.4542257486150425,-0.9288248914191144,-1.6134151994526729,False,True,False,False,False,False,True,False
429365,0.181502344040503,0.4235676724612901,0.27864746742573443,-0.7750100853028139,False,True,False,False,False,True,False,False
164820,-1.011227345368515,0.6582918500958322,-0.9288248914191144,-1.188501435878085,True,False,False,False,False,True,False,False
887201,-1.011227345368515,0.26708488737159625,1.4861198262705833,-0.11251013134243484,False,True,False,False,True,False,False,False
421879,-0.414862500664006,-1.7671913187944313,-0.9288248914191144,-0.4209152823239906,True,False,False,False,True,False,False,False
818315,-0.6136507822321756,0.9712574202752214,-0.9288248914191144,-1.2821652224724833,False,True,False,False,False,True,False,False
876997,-1.2100156269366846,1.9101541308133887,0.8823836468481588,1.557446649157693,True,False,False,True,False,False,False,False
299041,-0.2160742190958363,-0.43708764553202895,-0.9288248914191144,-0.8641049066974855,False,True,False,False,False,True,False,False
891743,-0.414862500664006,-0.35884625298718204,-0.9288248914191144,0.8469725606001831,True,False,False,True,False,False,False,False
203355,3.3621148491312174,0.8930160277303738,1.4861198262705833,0.7601622218053748,False,True,False,True,False,False,False,False
335796,0.7778671887450119,-0.3588462529871813,-1.532561070841539,1.0091708251904827,False,True,False,True,False,False,False,False
314176,-0.8124390638003453,-0.20236346789748674,-0.9288248914191144,0.4540415534236824,False,True,False,False,True,False,False,False
284779,-1.607592190073024,1.9883955233582344,0.8823836468481588,-1.151949714280271,False,True,False,False,False,True,False,False
447449,0.38029062560867266,0.032360709737054745,0.27864746742573443,0.7121880872082439,False,True,False,True,False,False,False,False
521909,-1.2100156269366846,0.032360709737054745,-1.532561070841539,-1.5243203780580012,False,True,False,False,False,True,False,False
358795,-1.4088039085048543,1.2842229904546105,0.8823836468481588,-1.3712600438671552,True,False,False,False,False,True,False,False
586232,-0.6136507822321756,1.5971885606339984,1.4861198262705833,1.2421880503765472,False,True,False,True,False,False,False,False
600186,-0.414862500664006,-2.001915496428973,-0.9288248914191144,0.22559329343734483,False,True,False,False,True,False,False,False
256730,-0.01728593752766665,-1.297742963525348,-0.9288248914191144,-0.046260135946396934,False,True,False,False,False,False,False,True
970910,1.3742320334495208,-0.20236346789748674,1.4861198262705833,0.3649467320290108,False,True,False,False,False,False,False,True
484681,0.9766554703131816,-1.219501570980501,-0.9288248914191144,0.22787777603720819,False,True,False,False,True,False,False,False
249503,0.181502344040503,0.1888434948267493,-0.9288248914191144,-1.5631565822556786,True,False,False,False,False,True,False,False
754811,-0.01728593752766665,0.8147746351855268,0.8823836468481588,0.6733518830105666,False,True,False,True,False,False,False,False
627035,0.181502344040503,1.205981597909763,1.4861198262705833,1.0411535815885702,False,True,False,True,False,False,False,False
748143,0.5790789071768423,-0.6718118231665704,-0.9288248914191144,1.107403576984608,False,True,False,True,False,False,False,False
552366,0.7778671887450119,-0.906536000801112,0.8823836468481588,-1.0560014450860091,False,True,False,False,False,False,True,False
165725,-1.011227345368515,1.9101541308133874,1.4861198262705833,0.979472551392259,True,False,False,True,False,False,False,False
